행정구역,순위,인구 천명당 사업체수(개),비율(%),lat,lon
경상남도 창녕군 길곡면,2846.0,74.1,0.02,35.3870255673379,128.568984801461
서울특별시 은평구 녹번동,2847.0,74.08,0.02,37.602216160965,126.929919982801
경기도 용인시 기흥구 서농동,2848.0,74.01,0.02,37.23797876185,127.068384542239
경기도 용인시 기흥구 보라동,2849.0,73.97,0.02,37.2539587463779,127.108297628115
서울특별시 양천구 신월6동,2850.0,73.96,0.02,37.518014697864,126.845084326213
경기도 시흥시 군자동,2851.0,73.96,0.02,37.3608267437724,126.794968580783
충청남도 천안시 서북구 쌍용2동,2852.0,73.92,0.02,36.7962722645168,127.123188478788
서울특별시 강서구 염창동,2853.0,73.82,0.02,37.553736243135,126.870985348962
인천광역시 부평구 부평6동,2854.0,73.78,0.02,37.4864543909223,126.724455161682
인천광역시 계양구 계양2동,2855.0,73.75,0.02,37.5437725115121,126.737116898382
경기도 김포시 김포본동,2856.0,73.68,0.02,37.6339819073162,126.710379733033
부산광역시 금정구 장전1동,2857.0,73.59,0.02,35.2382318628271,129.084575433422
충청남도 당진시 당진3동,2858.0,73.59,0.02,36.9085217953484,126.645778904174
전라남도 영광군 불갑면,2859.0,73.55,0.02,35.2090600528838,126.507615978208
서울특별시 양천구 신월7동,2860.0,73.54,0.02,37.5242222980572,126.832962478182
경기도 남양주시 평내동,2861.0,73.53,0.02,37.6483691097275,127.23609678062
서울특별시 구로구 오류1동,2862.0,73.5,0.02,37.4970933382633,126.845050656227
서울특별시 강동구 암사3동,2863.0,73.5,0.02,37.5549733882201,127.140777676291
경기도 오산시 신장2동,2864.0,73.46,0.02,37.1697708780842,127.065391041868
경기도 평택시 중앙동,2865.0,73.41,0.02,37.0553368121143,127.055997310169
부산광역시 서구 서대신3동,2866.0,73.39,0.02,35.1134745794627,129.01193928467
인천광역시 미추홀구 용현1·4동,2867.0,73.37,0.02,37.4579979101088,126.645271828838
경기도 수원시 영통구 매탄3동,2868.0,73.29,0.02,37.2564476583686,127.043110363743
경기도 평택시 원평동,2869.0,73.25,0.01,36.9892773148455,127.080400630556
대구광역시 북구 침산3동,2870.0,73.2,0.01,35.8920685184307,128.589473227504
경기도 성남시 수정구 태평2동,2871.0,73.09,0.01,37.4471580113049,127.138649713025
대전광역시 대덕구 석봉동,2872.0,73.01,0.01,36.4508924261057,127.423305032144
경기도 평택시 신장1동,2873.0,72.98,0.01,37.0839384804424,127.052378859279
대구광역시 수성구 범물1동,2874.0,72.97,0.01,35.8177997100035,128.645971661807
충청남도 아산시 온양3동,2875.0,72.93,0.01,36.7835215129167,127.01289666649
경기도 파주시 운정1동,2876.0,72.92,0.01,37.7241009954704,126.751376383312
서울특별시 강서구 가양3동,2877.0,72.89,0.01,37.5610584775854,126.860537365324
강원특별자치도 춘천시 후평3동,2878.0,72.89,0.01,37.880488222062,127.750113940611
경기도 의정부시 흥선동,2879.0,72.85,0.01,37.7462671627313,127.030648707529
인천광역시 서구 마전동,2880.0,72.83,0.01,37.5953744773205,126.673701407056
서울특별시 강동구 암사2동,2881.0,72.82,0.01,37.5517487650623,127.127241282337
광주광역시 광산구 수완동,2882.0,72.8,0.01,35.1970499262149,126.825617616935
대구광역시 동구 신암3동,2883.0,72.68,0.01,35.8796114790259,128.623133473086
대전광역시 서구 가장동,2884.0,72.67,0.01,36.3301098940474,127.385188763848
대구광역시 달서구 용산1동,2885.0,72.64,0.01,35.8566425307374,128.531216760299
충청북도 청주시 서원구 모충동,2886.0,72.61,0.01,36.6277367878267,127.47673617018
광주광역시 남구 대촌동,2887.0,72.57,0.01,35.0812147725026,126.833741829793
광주광역시 서구 화정2동,2888.0,72.51,0.01,35.1465809075163,126.882219058006
경기도 양주시 회천2동,2889.0,72.44,0.01,37.8216832518813,127.046758060094
인천광역시 중구 율목동,2890.0,72.43,0.01,37.4703767738302,126.632975267383
서울특별시 노원구 상계1동,2891.0,72.41,0.01,37.6799070536742,127.054948904465
광주광역시 광산구 첨단1동,2892.0,72.32,0.01,35.2195057621982,126.842401050001
경상북도 의성군 비안면,2893.0,72.3,0.01,36.337360681625,128.490201515574
서울특별시 양천구 신월4동,2894.0,72.28,0.01,37.5246645746864,126.84003869981
경상남도 의령군 지정면,2895.0,72.27,0.01,35.3824866952156,128.385983449354
부산광역시 동래구 명장2동,2896.0,72.24,0.01,35.2079510154057,129.102418069335
인천광역시 계양구 효성2동,2897.0,72.13,0.01,37.5250687419526,126.709819358424
서울특별시 강북구 우이동,2898.0,72.0,0.01,37.6630390800112,127.001890452891
강원특별자치도 속초시 조양동,2899.0,71.9,0.01,38.1876460540134,128.590848362527
경기도 성남시 분당구 수내2동,2900.0,71.88,0.01,37.372414627262,127.120791603061
경상남도 사천시 사남면,2901.0,71.86,0.01,35.0525545488098,128.075219526026
대구광역시 동구 공산동,2902.0,71.81,0.01,35.9401940667373,128.64422906022
충청북도 진천군 덕산읍,2903.0,71.79,0.01,36.9138372662406,127.509213437511
경상북도 포항시 북구 양학동,2904.0,71.78,0.01,36.0252768365078,129.350360544159
강원특별자치도 원주시 태장2동,2905.0,71.72,0.01,37.3825633095121,127.952897488551
광주광역시 광산구 어룡동,2906.0,71.68,0.01,35.1482552325277,126.779810401467
서울특별시 노원구 월계1동,2907.0,71.67,0.01,37.6198903481106,127.063001311172
부산광역시 남구 대연4동,2908.0,71.65,0.01,35.1298132670843,129.091416587293
대구광역시 동구 안심3동,2909.0,71.64,0.01,35.867867452798,128.724547847892
전라남도 완도군 소안면,2910.0,71.62,0.01,34.1748145461956,126.650975768174
서울특별시 성북구 길음2동,2911.0,71.57,0.01,37.606695510248,127.02731160121
인천광역시 연수구 동춘2동,2912.0,71.52,0.01,37.4027784273269,126.66931590967
경기도 시흥시 은행동,2913.0,71.48,0.01,37.4363339032197,126.798035072094
경기도 수원시 권선구 금곡동,2914.0,71.46,0.01,37.2727872043051,126.952320757237
경상남도 합천군 적중면,2915.0,71.37,0.01,35.5476284182543,128.278577655919
서울특별시 도봉구 방학2동,2916.0,71.34,0.01,37.6682487842434,127.034982623108
충청남도 아산시 온양4동,2917.0,71.3,0.01,36.7982444640487,126.978441683027
서울특별시 송파구 풍납2동,2918.0,71.23,0.01,37.5292392251138,127.115731280691
광주광역시 북구 삼각동,2919.0,71.2,0.01,35.1992573621019,126.899493047304
경기도 남양주시 다산1동,2920.0,71.19,0.01,37.6139988492786,127.155422645479
광주광역시 남구 방림1동,2921.0,71.13,0.01,35.1343448543452,126.91827842661
인천광역시 미추홀구 문학동,2922.0,71.08,0.01,37.4367196637245,126.685840004885
부산광역시 사상구 주례2동,2923.0,71.05,0.01,35.148270064893,129.012413852767
대구광역시 달서구 상인3동,2924.0,70.99,0.01,35.8100371052476,128.550151042152
서울특별시 강동구 암사1동,2925.0,70.92,0.01,37.5515625771126,127.132682054831
서울특별시 관악구 청룡동,2926.0,70.84,0.01,37.4790955291818,126.941675584432
경기도 용인시 기흥구 상갈동,2927.0,70.83,0.01,37.2665738857821,127.107697878295
서울특별시 도봉구 창4동,2928.0,70.82,0.01,37.6599706183534,127.045418866735
대구광역시 동구 방촌동,2929.0,70.77,0.01,35.8771420800695,128.667616062007
인천광역시 서구 청라2동,2930.0,70.74,0.01,37.5326557640966,126.644160618855
충청남도 홍성군 홍북읍,2931.0,70.73,0.01,36.6496293443052,126.692636453184
서울특별시 금천구 독산4동,2932.0,70.72,0.01,37.467547294848,126.902151967452
전라남도 나주시 금천면,2933.0,70.67,0.01,35.0308501080114,126.753479275255
서울특별시 영등포구 대림1동,2934.0,70.65,0.01,37.4954671376444,126.905833713564
전북특별자치도 전주시 덕진구 인후1동,2935.0,70.65,0.01,35.8374514037656,127.156691227065
경기도 군포시 재궁동,2936.0,70.61,0.01,37.3584334095024,126.939023919841
전북특별자치도 전주시 완산구 효자4동,2937.0,70.55,0.01,35.8097939866582,127.089334206683
경기도 화성시 병점2동,2938.0,70.48,0.01,37.2114782526586,127.0430216781
충청북도 충주시 용산동,2939.0,70.43,0.01,36.9642270579554,127.938737856086
경상남도 양산시 평산동,2940.0,70.36,0.01,35.381562218047,129.146974672453
인천광역시 계양구 계양1동,2941.0,70.35,0.01,37.576890143973,126.734202075436
경기도 안산시 단원구 고잔동,2942.0,70.26,0.01,37.3219394584907,126.832292027071
경기도 성남시 분당구 서현2동,2943.0,70.19,0.01,37.3760506671236,127.134603235369
부산광역시 사상구 덕포1동,2944.0,70.13,0.01,35.170361575798,128.983233927656
전라남도 무안군 일로읍,2945.0,70.08,0.01,34.851488326683,126.490296798249
경상북도 안동시 평화동,2946.0,70.04,0.01,36.5678131676735,128.718045401125
서울특별시 노원구 중계본동,2947.0,70.03,0.01,37.6478284070693,127.080307456815
서울특별시 관악구 신사동,2948.0,70.03,0.01,37.4854065718689,126.918030505245
부산광역시 부산진구 가야1동,2949.0,70.02,0.01,35.1532432435598,129.034283838899
경기도 수원시 팔달구 우만2동,2950.0,69.89,0.01,37.2780089432799,127.039794080608
전북특별자치도 전주시 완산구 평화2동,2951.0,69.89,0.01,35.7955471793762,127.135267244359
부산광역시 동구 수정4동,2952.0,69.85,0.01,35.1271094632772,129.04070628164
경기도 성남시 수정구 단대동,2953.0,69.84,0.01,37.4493897577627,127.155361716912
경상남도 창원시 마산회원구 구암1동,2954.0,69.78,0.01,35.2500013857572,128.595071403167
경기도 고양시 일산동구 중산2동,2955.0,69.72,0.01,37.6745144686217,126.786010528471
충청남도 서산시 성연면,2956.0,69.66,0.01,36.8390956293772,126.461004462777
서울특별시 은평구 증산동,2957.0,69.65,0.01,37.5843030609174,126.907039772766
부산광역시 금정구 부곡4동,2958.0,69.61,0.01,35.2198951531147,129.088555899165
대구광역시 서구 비산6동,2959.0,69.61,0.01,35.8762708872266,128.569098868222
부산광역시 영도구 동삼2동,2960.0,69.42,0.01,35.0683905233356,129.083008215921
서울특별시 성동구 왕십리2동,2961.0,69.37,0.01,37.561796307227,127.030994021909
대전광역시 서구 관저2동,2962.0,69.34,0.01,36.2992778999259,127.335205402219
부산광역시 남구 감만2동,2963.0,69.32,0.01,35.1225277747463,129.084544041324
전북특별자치도 전주시 완산구 서서학동,2964.0,69.32,0.01,35.805758849546,127.148698381465
서울특별시 성동구 금호4가동,2965.0,69.28,0.01,37.5471912743568,127.022401326841
서울특별시 영등포구 도림동,2966.0,69.26,0.01,37.5094388403258,126.895944463887
인천광역시 서구 가정1동,2967.0,69.21,0.01,37.5212976391801,126.676042358895
경상남도 창원시 마산합포구 자산동,2968.0,69.17,0.01,35.2054922007323,128.565457953384
인천광역시 서구 불로대곡동,2969.0,69.1,0.01,37.618126004473,126.678893877858
대전광역시 서구 도마2동,2970.0,69.08,0.01,36.3127683793094,127.373585394271
서울특별시 광진구 자양3동,2971.0,69.07,0.01,37.5338324938553,127.072903328874
경기도 의정부시 녹양동,2972.0,68.99,0.01,37.7601308014542,127.03232037874
대구광역시 동구 신암4동,2973.0,68.94,0.01,35.8850751306222,128.629317682417
경상북도 고령군 우곡면,2974.0,68.94,0.01,35.6779526439666,128.342096151181
경상남도 진주시 판문동,2975.0,68.92,0.01,35.1876559830497,128.039053612367
대구광역시 수성구 만촌3동,2976.0,68.9,0.01,35.855501152724,128.650602929716
경기도 수원시 장안구 정자2동,2977.0,68.9,0.01,37.2950380547778,127.000442105733
대구광역시 서구 평리2동,2978.0,68.84,0.01,35.8712050832285,128.563675708321
경상북도 구미시 상모사곡동,2979.0,68.69,0.01,36.0953147081702,128.353621797083
인천광역시 미추홀구 학익1동,2980.0,68.66,0.01,37.4397954793484,126.664126918739
광주광역시 북구 두암3동,2981.0,68.64,0.01,35.1630109192178,126.934757864067
경기도 안양시 만안구 석수2동,2982.0,68.62,0.01,37.4139174126171,126.90933825518
경상남도 고성군 영현면,2983.0,68.61,0.01,35.0540877557067,128.205502083299
충청남도 아산시 배방읍,2984.0,68.57,0.01,36.7738248327742,127.05384284728
부산광역시 동구 좌천동,2985.0,68.52,0.01,35.131410455073,129.049211884999
경기도 광명시 하안1동,2986.0,68.52,0.01,37.4651835619706,126.869166301063
경상남도 거창군 고제면,2987.0,68.46,0.01,35.8148411245577,127.871425956367
서울특별시 동작구 노량진1동,2988.0,68.45,0.01,37.5132063487675,126.946567052979
서울특별시 노원구 중계4동,2989.0,68.42,0.01,37.6587606815603,127.077989166736
경상남도 창원시 마산합포구 교방동,2990.0,68.38,0.01,35.2143429100237,128.566251648628
인천광역시 부평구 갈산2동,2991.0,68.37,0.01,37.510809656561,126.72571839751
대전광역시 중구 문화2동,2992.0,68.36,0.01,36.3077326363037,127.399219210308
대전광역시 서구 둔산3동,2993.0,68.36,0.01,36.3534450662567,127.399964969
충청남도 보령시 대천4동,2994.0,68.34,0.01,36.3381290035453,126.607741067257
경기도 양주시 옥정2동,2995.0,68.29,0.01,37.8214096909349,127.09434261652
광주광역시 남구 진월동,2996.0,68.23,0.01,35.1152763502195,126.900052626195
서울특별시 성북구 종암동,2997.0,68.2,0.01,37.5990602270306,127.035212918853
서울특별시 구로구 항동,2998.0,68.19,0.01,37.4801853131194,126.823409784343
서울특별시 관악구 은천동,2999.0,68.19,0.01,37.4853777674732,126.94250287828
서울특별시 금천구 시흥5동,3000.0,68.14,0.01,37.4507682074614,126.908344469462
서울특별시 강북구 인수동,3001.0,68.11,0.01,37.6414330477646,127.010632416597
인천광역시 계양구 계양3동,3002.0,68.08,0.01,37.5615963855425,126.754882771888
울산광역시 동구 대송동,3003.0,68.08,0.01,35.5031785293912,129.418348180185
인천광역시 미추홀구 주안8동,3004.0,68.06,0.01,37.446244656366,126.684299431819
서울특별시 강서구 화곡8동,3005.0,68.05,0.01,37.5326259869174,126.848362286981
서울특별시 서대문구 홍은2동,3006.0,67.99,0.01,37.5801515443518,126.934229091144
서울특별시 구로구 가리봉동,3007.0,67.95,0.01,37.4825327471336,126.889718085071
대구광역시 북구 태전1동,3008.0,67.94,0.01,35.9240817399256,128.543253903357
서울특별시 용산구 보광동,3009.0,67.91,0.01,37.5262721673188,127.000171956489
경기도 부천시 소사구 소사본동,3010.0,67.87,0.01,37.4762277086984,126.792162031052
경기도 수원시 장안구 조원1동,3011.0,67.8,0.01,37.3017225989064,127.016503733551
서울특별시 용산구 효창동,3012.0,67.76,0.01,37.5424588083349,126.9618988792
광주광역시 동구 지원1동,3013.0,67.73,0.01,35.1253017701131,126.935174130734
경상북도 포항시 북구 환여동,3014.0,67.73,0.01,36.0682372291881,129.391820651275
서울특별시 금천구 독산2동,3015.0,67.7,0.01,37.4661325181369,126.899775480394
대구광역시 동구 신암2동,3016.0,67.69,0.01,35.8799718431662,128.612705831039
광주광역시 남구 백운1동,3017.0,67.69,0.01,35.1382786937115,126.903930839792
서울특별시 은평구 신사1동,3018.0,67.67,0.01,37.5977927383185,126.911769905815
경기도 성남시 수정구 신촌동,3019.0,67.66,0.01,37.4581092778004,127.109079606758
전북특별자치도 익산시 모현동,3020.0,67.6,0.01,35.9481822061805,126.945468232545
서울특별시 관악구 행운동,3021.0,67.58,0.01,37.4806158268209,126.957086795114
서울특별시 서대문구 북가좌2동,3022.0,67.57,0.01,37.5843228092477,126.914077318343
서울특별시 양천구 목2동,3023.0,67.57,0.01,37.5461325995947,126.871700041249
경기도 오산시 초평동,3024.0,67.52,0.01,37.1398415722702,127.04063551003
경기도 부천시 원미구 소사동,3025.0,67.5,0.01,37.4858944080458,126.794618231381
인천광역시 동구 송림3·5동,3026.0,67.48,0.01,37.4792502074144,126.652484195536
충청남도 공주시 금학동,3027.0,67.36,0.01,36.4388552100094,127.119395714885
경상북도 안동시 송하동,3028.0,67.31,0.01,36.5703884025818,128.69424674917
경기도 부천시 원미구 중2동,3029.0,67.27,0.01,37.4939831233981,126.769894815454
서울특별시 영등포구 영등포본동,3030.0,67.26,0.01,37.5146504855167,126.909352273906
경기도 성남시 분당구 운중동,3031.0,67.19,0.01,37.390471221413,127.077769102887
광주광역시 서구 금호2동,3032.0,67.17,0.01,35.128984609848,126.857159031362
전북특별자치도 전주시 완산구 삼천1동,3033.0,67.16,0.01,35.8007999015516,127.121619765062
서울특별시 은평구 불광2동,3034.0,67.12,0.01,37.6265016239314,126.92730531944
대구광역시 수성구 고산1동,3035.0,67.05,0.01,35.8370965341278,128.712398706332
부산광역시 동래구 사직2동,3036.0,67.04,0.01,35.1990980406593,129.057533510146
경기도 용인시 기흥구 신갈동,3037.0,67.03,0.01,37.272546586554,127.107034404588
서울특별시 송파구 마천1동,3038.0,67.02,0.01,37.4960185554884,127.149971448599
인천광역시 미추홀구 용현5동,3039.0,67.02,0.01,37.4496903479039,126.640236878589
경상남도 김해시 장유3동,3040.0,67.02,0.01,35.1776788440875,128.806095504259
경기도 평택시 세교동,3041.0,66.94,0.01,37.0110645685423,127.08173595114
서울특별시 강서구 화곡2동,3042.0,66.91,0.01,37.5318155949567,126.854495982486
경기도 안양시 만안구 석수1동,3043.0,66.91,0.01,37.419583999552,126.910628303316
경기도 부천시 오정구 고강본동,3044.0,66.9,0.01,37.5270721142252,126.824842415531
서울특별시 성동구 금호2·3가동,3045.0,66.88,0.01,37.5532931077203,127.020918361398
전북특별자치도 익산시 삼성동,3046.0,66.85,0.01,35.9627113113617,126.989446391713
충청북도 충주시 중앙탑면,3047.0,66.84,0.01,37.0289315443417,127.857035068528
서울특별시 성북구 월곡1동,3048.0,66.82,0.01,37.6105530868655,127.035775560243
서울특별시 송파구 송파2동,3049.0,66.78,0.01,37.5023378540006,127.116766391715
인천광역시 남동구 만수2동,3050.0,66.76,0.01,37.4614001676909,126.731143621301
경상북도 경주시 용강동,3051.0,66.74,0.01,35.8642999180655,129.22317457521
부산광역시 남구 감만1동,3052.0,66.69,0.01,35.1168453182544,129.080648354921
울산광역시 동구 전하2동,3053.0,66.69,0.01,35.5088156123116,129.426592565165
서울특별시 도봉구 도봉2동,3054.0,66.67,0.01,37.6697151863201,127.046549203471
서울특별시 영등포구 신길3동,3055.0,66.61,0.01,37.5064589642713,126.909886960453
부산광역시 부산진구 가야2동,3056.0,66.61,0.01,35.1492412859204,129.031752814658
충청북도 영동군 용화면,3057.0,66.6,0.01,36.0208100117335,127.767190611725
경기도 안양시 동안구 갈산동,3058.0,66.43,0.01,37.376133229725,126.966142533378
광주광역시 북구 일곡동,3059.0,66.39,0.01,35.206037279378,126.897275132738
서울특별시 서대문구 북아현동,3060.0,66.33,0.01,37.559565244981,126.956901214305
충청북도 청주시 상당구 금천동,3061.0,66.32,0.01,36.6244437109155,127.499262949215
경기도 수원시 권선구 호매실동,3062.0,66.27,0.01,37.26624745857,126.95705992348
대구광역시 북구 구암동,3063.0,66.2,0.01,35.9388896858903,128.566040878409
대구광역시 달성군 유가읍,3064.0,66.17,0.01,35.6820085155635,128.485391163306
경상남도 의령군 궁류면,3065.0,66.15,0.01,35.4473673891066,128.249001652338
부산광역시 강서구 명지2동,3066.0,66.09,0.01,35.0871665181263,128.90420739236
서울특별시 구로구 수궁동,3067.0,66.02,0.01,37.4938815927112,126.831478611978
울산광역시 중구 복산동,3068.0,65.97,0.01,35.5630323659781,129.327040219798
부산광역시 남구 문현3동,3069.0,65.96,0.01,35.1381508569584,129.071694608398
서울특별시 구로구 개봉1동,3070.0,65.93,0.01,37.500265507775,126.851146433462
경기도 하남시 덕풍2동,3071.0,65.93,0.01,37.5422807932932,127.198086333483
경기도 용인시 기흥구 상하동,3072.0,65.87,0.01,37.2705605523121,127.13845601465
서울특별시 동대문구 전농2동,3073.0,65.82,0.01,37.5780426774273,127.060022639582
전북특별자치도 익산시 송학동,3074.0,65.78,0.01,35.9384571737229,126.940354875378
부산광역시 사하구 괴정4동,3075.0,65.76,0.01,35.0991695765823,128.983161206838
경기도 의정부시 송산1동,3076.0,65.76,0.01,37.7311209119166,127.086813500218
대구광역시 달서구 상인1동,3077.0,65.73,0.01,35.8142592015533,128.545028726667
울산광역시 동구 전하1동,3078.0,65.71,0.01,35.5168231800528,129.428605816755
대전광역시 유성구 원신흥동,3079.0,65.69,0.01,36.3421510420853,127.343329061063
경기도 안양시 동안구 호계3동,3080.0,65.65,0.01,37.3676431702804,126.958605253006
경상남도 창원시 마산회원구 양덕2동,3081.0,65.65,0.01,35.2291817832141,128.583908563517
경기도 김포시 장기본동,3082.0,65.63,0.01,37.6522966561287,126.67169831222
대전광역시 서구 관저1동,3083.0,65.6,0.01,36.303867830801,127.33737608442
서울특별시 동대문구 이문1동,3084.0,65.54,0.01,37.5978219540464,127.065505630651
경상북도 경산시 서부2동,3085.0,65.53,0.01,35.8275284931769,128.725865379761
경기도 화성시 동탄7동,3086.0,65.25,0.01,37.1705483909131,127.110457438982
강원특별자치도 원주시 명륜2동,3087.0,65.25,0.01,37.3316099805286,127.943939991068
부산광역시 해운대구 반송2동,3088.0,65.16,0.01,35.2288451063557,129.160421630137
충청북도 충주시 호암·직동,3089.0,65.14,0.01,36.9529358203829,127.933609911294
울산광역시 중구 병영2동,3090.0,65.13,0.01,35.5794099657961,129.345995440294
경기도 동두천시 불현동,3091.0,65.12,0.01,37.8985126852263,127.062419438702
서울특별시 광진구 구의2동,3092.0,65.02,0.01,37.5472276222656,127.089940298223
경기도 남양주시 호평동,3093.0,65.01,0.01,37.6548880029093,127.248669169781
경기도 의왕시 오전동,3094.0,65.01,0.01,37.3535981802237,126.971579428472
부산광역시 서구 서대신1동,3095.0,64.94,0.01,35.1110754455862,129.014446535537
인천광역시 서구 청라3동,3096.0,64.93,0.01,37.5359431886909,126.615601216486
부산광역시 남구 용호4동,3097.0,64.91,0.01,35.1132056480764,129.110394664286
경기도 용인시 기흥구 구성동,3098.0,64.88,0.01,37.2967586948267,127.118987776165
인천광역시 부평구 부개2동,3099.0,64.84,0.01,37.494837421298,126.737143773983
대구광역시 달성군 다사읍,3100.0,64.82,0.01,35.8722148474928,128.494266152885
부산광역시 금정구 구서2동,3101.0,64.77,0.01,35.2595473617879,129.08803502198
서울특별시 중랑구 묵1동,3102.0,64.76,0.01,37.6124136763103,127.078484387322
서울특별시 성북구 장위1동,3103.0,64.73,0.01,37.6140390353236,127.043732759303
경기도 부천시 소사구 괴안동,3104.0,64.73,0.01,37.4783719195825,126.806921315937
경기도 부천시 오정구 성곡동,3105.0,64.73,0.01,37.5166842652465,126.8035242278
서울특별시 용산구 이촌2동,3106.0,64.7,0.01,37.5262598665621,126.954675898191
울산광역시 울주군 범서읍,3107.0,64.66,0.01,35.5686301683066,129.230585133979
인천광역시 연수구 옥련2동,3108.0,64.61,0.01,37.4262162419954,126.648298362162
대구광역시 북구 국우동,3109.0,64.55,0.01,35.9515770698681,128.579289275607
충청북도 청주시 청원구 내덕2동,3110.0,64.51,0.01,36.6595072069263,127.490868126768
부산광역시 남구 문현1동,3111.0,64.49,0.01,35.1425403871632,129.0713275405
서울특별시 노원구 상계3·4동,3112.0,64.46,0.01,37.6820365797489,127.0776020122
경기도 광명시 철산3동,3113.0,64.39,0.01,37.4770589678744,126.872550816793
경기도 이천시 증포동,3114.0,64.38,0.01,37.2903779816379,127.452488600869
경상북도 의성군 구천면,3115.0,64.32,0.01,36.3473855471292,128.432648437451
서울특별시 동작구 대방동,3116.0,64.28,0.01,37.5081642609998,126.926343500008
서울특별시 동작구 사당4동,3117.0,64.18,0.01,37.4809589934127,126.971630754658
경상북도 포항시 남구 효곡동,3118.0,64.17,0.01,36.0103150561383,129.329396061245
경기도 고양시 덕양구 행신1동,3119.0,64.07,0.01,37.6223302504681,126.835905834633
서울특별시 영등포구 신길1동,3120.0,64.04,0.01,37.5111452107737,126.921413655672
대전광역시 유성구 노은3동,3121.0,63.95,0.01,36.3867873801737,127.307846019293
경상남도 창원시 진해구 태백동,3122.0,63.91,0.01,35.1674890582469,128.665424893326
경기도 성남시 수정구 신흥2동,3123.0,63.81,0.01,37.4486702122308,127.145885285644
울산광역시 중구 우정동,3124.0,63.76,0.01,35.5552709011961,129.312516733505
서울특별시 양천구 신월2동,3125.0,63.75,0.01,37.5249805841786,126.84458121373
경상북도 예천군 호명읍,3126.0,63.7,0.01,36.5943293376644,128.468377412546
경기도 평택시 지산동,3127.0,63.65,0.01,37.0774051123925,127.057583461173
강원특별자치도 춘천시 신사우동,3128.0,63.64,0.01,37.9058824587545,127.727903439436
서울특별시 서대문구 천연동,3129.0,63.59,0.01,37.5675017663094,126.958422464555
경상북도 구미시 양포동,3130.0,63.58,0.01,36.1369565615245,128.425817683388
서울특별시 서초구 반포3동,3131.0,63.52,0.01,37.5120469957584,127.00561014665
충청북도 청주시 서원구 성화·개신·죽림동,3132.0,63.52,0.01,36.6170695018452,127.453101595703
경기도 성남시 수정구 산성동,3133.0,63.37,0.01,37.4522438484413,127.15002866944
광주광역시 서구 양3동,3134.0,63.35,0.01,35.1574513899368,126.894017291263
경기도 수원시 장안구 율천동,3135.0,63.32,0.01,37.2976295878554,126.971401996357
충청남도 부여군 남면,3136.0,63.3,0.01,36.2121102271016,126.806306988946
부산광역시 남구 용호1동,3137.0,63.29,0.01,35.1207954771379,129.109033034713
경상북도 의성군 사곡면,3138.0,63.25,0.01,36.3062965102953,128.787852762809
서울특별시 광진구 광장동,3139.0,63.19,0.01,37.5468565308903,127.103025712709
부산광역시 동구 초량6동,3140.0,63.19,0.01,35.1200329864642,129.034519250815
경기도 안산시 상록구 사동,3141.0,63.17,0.01,37.2971248482641,126.851055922583
경기도 부천시 원미구 역곡2동,3142.0,63.15,0.01,37.4860661140931,126.8066708565
인천광역시 부평구 삼산1동,3143.0,63.1,0.01,37.522191058603,126.743337468613
경기도 화성시 새솔동,3144.0,63.09,0.01,37.2751066073253,126.829342645292
광주광역시 북구 동림동,3145.0,63.01,0.01,35.1870429105867,126.866613936315
서울특별시 용산구 이촌1동,3146.0,62.96,0.01,37.5213965319054,126.973316804703
서울특별시 관악구 미성동,3147.0,62.89,0.01,37.4762073455952,126.915575982307
전라남도 신안군 장산면,3148.0,62.85,0.01,34.6432049602023,126.148997379315
경기도 고양시 덕양구 성사2동,3149.0,62.81,0.01,37.652941511579,126.832928414098
경상남도 김해시 북부동,3150.0,62.78,0.01,35.2623341149956,128.867564909697
경상남도 창원시 성산구 사파동,3151.0,62.78,0.01,35.2230111008933,128.699185890228
서울특별시 광진구 중곡4동,3152.0,62.76,0.01,37.5590779184909,127.089447499249
경기도 화성시 병점1동,3153.0,62.74,0.01,37.2068704264907,127.037273875101
서울특별시 은평구 불광1동,3154.0,62.71,0.01,37.6103587706931,126.932086867815
경기도 용인시 처인구 유림동,3155.0,62.69,0.01,37.2559417124589,127.20772272169
인천광역시 계양구 작전1동,3156.0,62.68,0.01,37.5308282189079,126.729686320015
경상남도 거제시 옥포2동,3157.0,62.68,0.01,34.8966075344371,128.687556050562
경상남도 거제시 아주동,3158.0,62.58,0.01,34.8660090889378,128.692131172751
경기도 수원시 장안구 정자3동,3159.0,62.56,0.01,37.2956937787336,126.992587897709
서울특별시 은평구 신사2동,3160.0,62.51,0.01,37.590236100558,126.908196357025
광주광역시 남구 효덕동,3161.0,62.44,0.01,35.0961968252805,126.905313833807
전라남도 보성군 율어면,3162.0,62.38,0.01,34.8705885277683,127.186972315802
경상남도 거제시 능포동,3163.0,62.33,0.01,34.8792070052426,128.734599326589
인천광역시 부평구 십정1동,3164.0,62.27,0.01,37.4758143980943,126.696154157299
강원특별자치도 춘천시 후평2동,3165.0,62.2,0.01,37.877484029294,127.750474469197
전북특별자치도 전주시 완산구 효자1동,3166.0,62.13,0.01,35.8058995217708,127.129969706416
경기도 부천시 소사구 소사본1동,3167.0,62.11,0.01,37.4728682238739,126.798095077274
경기도 의정부시 송산2동,3168.0,62.1,0.01,37.7397354041937,127.089991175586
경상북도 구미시 신평2동,3169.0,62.07,0.01,36.1231488237766,128.365713316539
